sentense_clean,my_ent_1,their_ent_1,my_ent_2,their_ent_2,label
"Marshall Hatch and Ira Acree, said they were called to a private Dec. 8 meeting in which Emanuel seemed to be trying to assess their level of support.",Marshall Hatch,Marshall Hatch,Ira Acree,Emanuel,0
"The Daily News is reporting that: Kidnappers in Afghanistan have abducted two professors, one American and one Australian, according to reports.",American,Afghanistan,Australian,Australian,0
"after he accused her of sleeping with crew member TALK ABOUT BAD TIMING Towie's Georgia and Tommy spotted gawping at engagement rings until theyre interrupted Exclusive 'I've got 1990s boobs' TOWIE star Chloe Sims talks surgery regrets, Botox and being broodyAhead of her date with Jon, Chloe told The Sun: ""Im enjoying life.",Georgia,Exclusive,Tommy,Jon,0
Tamaulipas Attorney General Ismael Quintana Acosta went on various Mexican news shows claiming that the roadblocks were in response to an operation aimed at tracking down gunmen in the area.,Ismael Quintana Acosta,Ismael Quintana,Mexican,Mexican,0
 President Donald Trump wants to do something about crime in America.,President Donald Trump,Donald Trump,America,America,0
"Rather unusually, Republicans in the House of Representatives are through committees before they even have estimates of how much the plan will cost, how many people it will cover, or what it will do to insurance premiums.",Republicans,through,they,before,0
Shahd still lives in the place she was born: that crowded rectangle of land along the Mediterranean called the Gaza Strip.,Shahd,Mediterranean,she,the Gaza Strip,0
"Michael Pineda has made some great strides this season, but Friday night was an example of just how far the big still has to go before the Yankees truly can trust him.",Michael Pineda,great,him,him,0
"The Houston Texans and the Oakland Raiders will play in Mexico in November 2016.While Wembley Stadium was the original home for the games in London, Los Angeles will play New York at Twickenham Stadium.",The Houston Texans,Houston,the Oakland Raiders,New York,0
"But even if Ms. Trump is trying to tread carefully, her trust raises questions about how effectively a voluntary arrangement can minimize conflicts, said Norman L. Eisen, the chief White House ethics adviser under President Barack Obama.",Trump,Trump,Norman L. Eisen,Barack Obama,0
"The question this morning is now whether House Republicans will stick together and continue voting to approve funding for critical parts of the government and force Democrats to decide which is more important, funding Obamacare or keeping the government open.",Republicans,House,Democrats,Obamacare,0
Abu Sayyaf’s most recent international attack was the kidnapping of the crew of a South Korean cargo ship earlier this month off the southern coast of the Philippines.,Abu Sayyaf’s,Abu Sayyaf’,South Korean,Philippine,0
"In Rio de Janeiro, police said they plan to form a cordon on the Copacabana beachfront avenue to separate the crowd from Rousseff supporters.",police,Rio de Janeiro,they,Rousseff,0
"This is Anjali Lama, a Nepali transgender model who recently walked multiple ramps at the Lakmé Fashion Week.",Anjali Lama,",",Nepali,transgender,0
"The 69-year-old businessman and philanthropist is a longstanding Republican donor, but came relatively late to supporting Donald Trumps election campaign.",Republican,Republican,Donald Trumps,Donald Trump,0
The Federal Communications Commission reportedly received complaints about Colbert’s remarks.,The Federal Communications Commission,The Federal Communications Commission,Colbert,Colbert’,0
"Becker, a highway cop, was the subject of a $150 million civil lawsuit filed by a woman who claims he sexually assaulted her after pulling her over on DWI charges in 2013.",Becker,Becker,woman,DWI,0
"what is Breitbart News, who is Bannon, why is he accused of being a white nationalist, and what does it mean that he has been given such a key role in the Trump administration?Where",Bannon,Breitbart New,Trump,Bannon,0
(Almost 70 percent support former President Obama’s Clean Power Plan roughly the same number want the United States to stay in the Paris Agreement.),President Obama,Obama,the United States,the United State,0
"And we should not forget: Without the Gramm-Leach-Bliley reforms, Bank of America would have been legally forbidden to take over Merrill Lynch  very possibly leaving taxpayers on the hook for that one, too.",Bank of America,Gramm,Merrill Lynch,Merrill Lynch,0
" An Israeli army murder inquiry into a soldier’s killing of a supine and wounded Palestinian assailant, the first such legal proceedings in six months of street violence, triggered friction on Sunday within Prime Minister Benjamin Netanyahu’s cabinet.",Israeli,Israeli,Palestinian,Benjamin Netanyahu,0
Intelligence Minister Mahmoud Alavi said on Tuesday that security forces in southwest Iran arrested four suspected Islamic State operatives who were planning attacks.,Intelligence Minister Mahmoud Alavi,Intelligence,Islamic State,Iran,0
"In response to a reporter questioning the delay of daily briefings under the Trump administration, Toner said that Tillerson held 14 bilateral meetings at the recent G20 in Germany and will soon travel to Japan, South Korea, and China.",Trump,Trump,Toner,China,0
The Rockies received unproven starting pitcher Jordan Lyles and utility outfielder Brandon Barnes from Houston and rid themselves of Fowlers $7.25 million salary.,Jordan Lyles,Jordan Lyle,Brandon Barnes,Brandon Barne,0
See if you can motivate and challenge them to be better than even they feel they can be.She then spent 17 years working the sideline for TNT's coverage of the NBA.The job also gives Miller more time to spend in her native Riverside.,you,NBA.The,them,Riverside,0
"NPE ratio stood at 51.8 percent at the end of March, while borrowing from the Greek central banks emergency liquidity facility (ELA) was reduced by 2.2 billion euros to 4.8 billion at the end of the first quarter and to 3.0 billion in May. ($1 = 0.8572 euros)",Greek,Greek,None,ELA,0
"In their reporting and social media coverage, Britain’s Daily Telegraph has strongly implied Islamist Khalid Masood went on a killing spree in central London because he’d once been a victim of racism in the past.",Khalid Masood,Khalid Masood,he,London,0
"Dave DeBusschere began that day as he did most of his Sundays: 9:15 Mass at St. Joseph’s Church, maybe half a mile from his home in Garden City, on the Island.",Dave DeBusschere,St. Joseph’s Church,he,Island,0
"Yet judging by Uighur accounts of police brutality, the relationship is cyclical; While police, as Wu says, often ignore minor Uighur offences for fear of extra hassle from their superiors, they resent having to do so.",police,Uighur,police,Wu,0
"Prime Minister Shinzo Abe's cabinet, however, has been forthright in forging economic ties with U.S. counterparts and Aso proposed next month's U.S. dialogue with Pence, a free trade advocate with limited experience in financial diplomacy.",Shinzo Abe,U.S.,Aso,Aso,0
The Walmarts where the EBT Card recipients tried a poor-mans QE-Infinity wont charge a woman who ran up $700 on an EBT Card that had $0.49 left.,Walmarts,Walmart,woman,s QE-Infinity,0
"Update 11:28 a. m.:Gorsuch declined to discuss the Emoluments Clause of the U. S. Constitution, which President Donald Trump has been accused of violating.",President Donald Trump,the Emoluments Clause,None,Donald Trump,0
"Hayden Panettiere plays Ally Fisher, a recent law school graduate, who gets assigned to be Diazs lawyer.",Hayden Panettiere,Hayden Panettiere,Ally Fisher,Diaz,0
"Meanwhile, Planned Parenthood — and its president, Cecile Richards — maintained that anyone who doesn’t support Roe is inherently unqualified to serve on the Court.",president,Planned Parenthood —,Cecile Richards,Court,0
"It’s quite inappropriate for anyone from the White House to have a contact with the FBI about a pending criminal investigation, that has been an established rule of the road, probably since Watergate,” said Michael Bromwich, a former Department of Justice inspector general and director of the Bureau of Ocean Energy Management under Obama.",Michael Bromwich,about,Obama,under,0
